0,37.711310,-122.404174
1,37.711318,-122.404866
2,37.711336,-122.404989
3,37.711339,-122.404248
4,37.711340,-122.403968
5,37.711354,-122.403753
6,37.711365,-122.404314
7,37.711368,-122.404844
8,37.711368,-122.404040
9,37.711389,-122.404966
10,37.711396,-122.404395
11,37.711398,-122.404117
12,37.711411,-122.403716
13,37.711413,-122.404824
14,37.711417,-122.404449
15,37.711436,-122.404946
16,37.711446,-122.404523
17,37.711456,-122.404805
18,37.711460,-122.403681
19,37.711488,-122.404923
20,37.711508,-122.404400
21,37.711518,-122.403638
22,37.711536,-122.404470
23,37.711561,-122.404535
24,37.711578,-122.403600
25,37.711586,-122.404598
26,37.711635,-122.403556
27,37.711635,-122.405008
28,37.711661,-122.405074
29,37.711688,-122.405142
30,37.711693,-122.403520
31,37.711743,-122.405284
32,37.711754,-122.403477
33,37.711787,-122.405397
34,37.711826,-122.405216
35,37.711854,-122.405288
36,37.711872,-122.403300
37,37.711907,-122.405422
38,37.711949,-122.405813
39,37.711971,-122.406601
40,37.712017,-122.406581
41,37.712027,-122.405517
42,37.712045,-122.405777
43,37.712045,-122.406698
44,37.712054,-122.406082
45,37.712065,-122.406559
46,37.712070,-122.405490
47,37.712071,-122.405605
48,37.712074,-122.406134
49,37.712089,-122.405891
50,37.712100,-122.406201
51,37.712107,-122.406674
52,37.712111,-122.405465
53,37.712130,-122.406278
54,37.712155,-122.406342
55,37.712164,-122.406649
56,37.712180,-122.406123
57,37.712330,-122.406792
58,37.712379,-122.406916
59,37.712381,-122.406640
60,37.712400,-122.406992
61,37.712410,-122.406714
62,37.712435,-122.407120
63,37.712472,-122.407258
64,37.712485,-122.406919
65,37.712504,-122.428085
66,37.712524,-122.473450
67,37.712542,-122.407130
68,37.713268,-122.444403
69,37.713270,-122.444402
70,37.713430,-122.475073
71,37.713489,-122.400429
72,37.713719,-122.443705
73,37.713758,-122.443664
74,37.713796,-122.443623
75,37.713837,-122.476793
76,37.713838,-122.443578
77,37.713881,-122.443532
78,37.713946,-122.443463
79,37.713987,-122.443419
80,37.714029,-122.443375
81,37.714066,-122.475909
82,37.714067,-122.443333
83,37.714117,-122.443281
84,37.714157,-122.443237
85,37.714219,-122.443172
86,37.714256,-122.443132
87,37.714322,-122.443061
88,37.714367,-122.443013
89,37.714410,-122.442968
90,37.714448,-122.442927
91,37.714464,-122.502100
92,37.714487,-122.442885
93,37.714676,-122.442413
94,37.714716,-122.442370
95,37.714761,-122.442322
96,37.714789,-122.502083
97,37.714812,-122.442268
98,37.714848,-122.502255
99,37.714852,-122.501601
100,37.714857,-122.442221
101,37.714868,-122.502362
102,37.714900,-122.442175
103,37.714902,-122.500563
104,37.714950,-122.442124
105,37.714961,-122.442372
106,37.714961,-122.500574
107,37.714988,-122.500517
108,37.715002,-122.500524
109,37.715017,-122.442312
110,37.715045,-122.442028
111,37.715059,-122.442269
112,37.715091,-122.441981
113,37.715111,-122.442216
114,37.715144,-122.501142
115,37.715154,-122.442172
116,37.715164,-122.501774
117,37.715203,-122.442122
118,37.715221,-122.441853
119,37.715246,-122.442079
120,37.715302,-122.501363
121,37.715335,-122.441992
122,37.715346,-122.439743
123,37.715384,-122.441944
124,37.715402,-122.439704
125,37.715409,-122.439555
126,37.715448,-122.441668
127,37.715448,-122.439670
128,37.715468,-122.441888
129,37.715470,-122.439513
130,37.715499,-122.439635
131,37.715499,-122.441629
132,37.715514,-122.439481
133,37.715530,-122.501033
134,37.715535,-122.501091
135,37.715550,-122.501082
136,37.715616,-122.441541
137,37.715651,-122.439653
138,37.715676,-122.439710
139,37.715702,-122.439768
140,37.715729,-122.439827
141,37.715734,-122.441687
142,37.715758,-122.439893
143,37.715783,-122.439873
144,37.715786,-122.441648
145,37.715786,-122.439955
146,37.715787,-122.439873
147,37.715815,-122.440019
148,37.715829,-122.441379
149,37.715843,-122.440083
150,37.715851,-122.439573
151,37.715874,-122.440151
152,37.715879,-122.439634
153,37.715880,-122.441340
154,37.715907,-122.439698
155,37.715926,-122.440268
156,37.715935,-122.441298
157,37.715937,-122.439763
158,37.715965,-122.439827
159,37.715986,-122.441261
160,37.715994,-122.439892
161,37.716025,-122.439959
162,37.716029,-122.440497
163,37.716039,-122.441220
164,37.716053,-122.440022
165,37.716062,-122.440044
166,37.716067,-122.440055
167,37.716102,-122.439211
168,37.716200,-122.440219
169,37.716211,-122.440374
170,37.716229,-122.440040
171,37.716236,-122.440431
172,37.716251,-122.440183
173,37.716266,-122.440498
174,37.716277,-122.440006
175,37.716295,-122.440152
176,37.716296,-122.440565
177,37.716301,-122.442542
178,37.716316,-122.442539
179,37.716396,-122.456043
180,37.716672,-122.456572
181,37.716943,-122.440536
182,37.716988,-122.440501
183,37.716995,-122.440732
184,37.717032,-122.440468
185,37.717042,-122.440696
186,37.717077,-122.440434
187,37.717084,-122.440665
188,37.717089,-122.399535
189,37.717120,-122.440402
190,37.717134,-122.440627
191,37.717179,-122.440592
192,37.717278,-122.440517
193,37.717387,-122.440435
194,37.717432,-122.440401
195,37.717484,-122.440361
196,37.717533,-122.440324
197,37.718143,-122.500252
198,37.718600,-122.439518
199,37.718744,-122.439409
200,37.718806,-122.439363
201,37.718806,-122.439126
202,37.718832,-122.439342
203,37.718846,-122.439096
204,37.718892,-122.439061
205,37.718924,-122.439273
206,37.719046,-122.438945
207,37.719058,-122.439172
208,37.719097,-122.438906
209,37.719113,-122.439130
210,37.719155,-122.438863
211,37.719203,-122.438826
212,37.719310,-122.438746
213,37.719447,-122.438641
214,37.719470,-122.414475
215,37.719493,-122.438607
216,37.719540,-122.438808
217,37.719542,-122.438570
218,37.719586,-122.438773
219,37.719634,-122.438736
220,37.719663,-122.438478
221,37.719688,-122.438695
222,37.719731,-122.438663
223,37.719756,-122.438408
224,37.719787,-122.438621
225,37.719803,-122.438372
226,37.719834,-122.438585
227,37.719845,-122.438341
228,37.719876,-122.438317
229,37.719884,-122.438547
230,37.719926,-122.438516
231,37.720124,-122.438130
232,37.720139,-122.438354
233,37.720238,-122.438280
234,37.720266,-122.438023
235,37.720356,-122.438191
236,37.720357,-122.445921
237,37.720361,-122.437951
238,37.720406,-122.438153
239,37.720407,-122.437916
240,37.720450,-122.437883
241,37.720490,-122.475113
242,37.720501,-122.437845
243,37.720547,-122.437810
244,37.720587,-122.437780
245,37.720599,-122.476023
246,37.720641,-122.437739
